POSTE;NOM;LON;LAT;ALT;DATE;RR;QRR;TN;QTN;TX;QTX;TM;QTM;FFM;QFFM;UN;QUN;UX;QUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;UM;QUM
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201110;11,3;v;6,1;v;16,7;v;11,4;v;1,7;v;66;v;100;v;0;t;1175;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201111;0,2;v;9,8;v;12,4;v;10,4;v;1,8;v;91;v;100;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201112;0,4;v;8,3;v;13,9;v;9,9;v;4,4;v;68;v;98;v;0;t;1196;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201113;0,4;v;7,4;v;15,1;v;11,5;v;4,3;v;71;v;98;v;0;t;915;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201114;0;v;9;v;15,3;v;12,2;v;3,6;v;69;v;92;v;0;t;753;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201115;3;v;11;v;17,3;v;12,8;v;6,9;v;60;v;92;v;0;t;913;t;79;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201116;0,4;v;8,4;v;10,8;v;8,8;v;5,9;v;79;v;94;v;0;t;1415;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201117;0;v;7,1;v;11,7;v;8,4;v;3,3;v;74;v;99;v;0;t;1136;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201118;2,4;e;2,9;e;15,4;v;8,9;v;3,6;v;50;e;100;e;0;t;590;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201119;1,2;v;7;v;9,5;v;8,2;v;5,4;v;70;v;98;v;0;t;1318;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201120;0;v;1,1;v;6,9;v;2,9;v;1,8;v;68;v;99;v;0;t;1226;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201121;0;v;-2,6;v;9;v;1,5;v;1,7;v;51;v;98;v;0;t;862;t;82;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201122;0;v;-0,9;v;7,7;v;3,9;v;1,6;v;54;v;87;v;0;t;543;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201123;0;v;3,9;v;10,4;v;6,3;v;1,5;v;71;v;97;v;0;t;699;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201124;0;v;-0,4;v;4,3;v;1,7;v;2,1;v;95;v;100;v;0;t;1440;t;99;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201125;0;v;0,1;v;10,9;v;5,5;v;3,3;v;62;v;100;v;0;t;890;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201126;0;v;1;v;13,6;v;6,5;v;2,5;v;47;v;92;v;0;t;510;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201127;0;v;-0,5;v;10,4;v;4,3;v;1,9;v;65;v;98;v;0;t;1122;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201128;0;v;-0,2;v;5,8;v;1,9;v;3;v;76;v;100;v;0;t;1263;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201129;0;v;-1;v;1,7;v;-0,8;v;4,3;v;77;v;99;v;0;t;1214;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201130;2,4;v;-7,1;v;1,4;v;-3,2;v;3;v;88;v;98;v;0;t;1440;t;96;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201201;2,2;v;-2,2;v;4,9;v;3,1;v;3,2;v;85;v;99;v;0;t;1440;t;97;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201202;0;v;1,4;v;2,1;v;1,5;v;2,3;v;86;v;99;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201203;3;v;0,5;v;6,7;v;2,8;v;6;v;79;v;96;v;0;t;1435;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201204;2;v;3,3;v;6;v;4,8;v;6,2;v;77;v;95;v;0;t;1342;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201205;0;v;0,9;v;6,2;v;2,8;v;3;v;65;v;98;v;0;t;1110;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201206;0;v;-0,5;v;4,3;v;1,1;v;1,5;v;85;v;99;v;0;t;1440;t;96;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201207;0,8;v;0;v;4,5;v;1,6;v;2,9;v;75;v;97;v;0;t;1364;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201208;2,2;v;-0,6;v;4;v;2;v;2,6;v;92;v;99;v;0;t;1440;t;96;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201209;0;v;-0,4;v;2,1;v;0,9;v;2,4;v;85;v;96;v;0;t;1440;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201210;0;v;-2,3;v;3,5;v;0;v;2,3;v;71;v;98;v;0;t;1134;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201211;7,4;v;-2,3;v;6,8;v;3,7;v;5,9;v;79;v;97;v;0;t;1437;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201212;3,8;v;5,2;v;8,1;v;7;v;3,8;v;94;v;98;v;0;t;1440;t;97;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201213;0;v;3,7;v;6,3;v;4,9;v;4;v;78;v;98;v;0;t;1423;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201214;5,2;v;3,8;v;9,1;v;7,3;v;4,5;v;58;v;91;v;0;t;173;t;70;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201215;8;v;7,3;v;10;v;8,9;v;4;v;89;v;99;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201216;0;v;8;v;11,9;v;9,4;v;3,9;v;75;v;99;v;0;t;1283;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201217;1;v;6;v;10,7;v;7,6;v;4,2;v;80;v;99;v;0;t;1440;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201218;0;v;0,6;v;11,2;v;6,4;v;3,8;v;78;v;100;v;0;t;1413;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201219;1,8;v;8,4;v;12,5;v;10,3;v;6,2;v;68;v;90;v;0;t;865;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201220;1,2;v;7,1;v;10,6;v;8,4;v;4,1;v;79;v;98;v;0;t;1439;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201221;3,6;v;5;v;10,7;v;7,5;v;6,4;v;78;v;98;v;0;t;1406;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201222;4;v;7,8;v;13,5;v;12;v;6,9;v;89;v;98;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201223;7;v;10,6;v;12,1;v;11,2;v;6,1;v;63;v;96;v;0;t;1296;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201224;5,7;v;2,5;v;7,7;v;5,2;v;6,5;v;67;v;97;v;0;t;1244;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201225;0,2;v;0,8;v;4,1;v;2;v;3,9;v;69;v;96;v;0;t;1215;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201226;0;v;-0,5;v;1,9;v;0,6;v;3,7;v;76;v;98;v;0;t;1210;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201227;9,3;v;-0,1;v;3,2;v;1,6;v;10,4;v;69;v;94;v;0;t;1180;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201228;10,1;v;1,9;v;4,7;v;2,8;v;6,1;v;77;v;96;v;0;t;1402;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201229;0,2;v;0,4;v;4,3;v;2,3;v;5,9;v;82;v;98;v;0;t;1440;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201230;0,6;v;1,8;v;3,5;v;2,4;v;4,7;v;84;v;97;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201231;3,2;v;0,7;v;2,7;v;1,6;v;5,5;v;83;v;98;v;0;t;1440;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210101;0;v;0,4;v;2,7;v;0,5;v;1,6;v;76;v;98;v;0;t;1424;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210102;0;v;-2,4;v;-0,3;v;-1;v;2,4;v;92;v;99;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210103;0,6;v;-0,9;v;0,4;v;-0,1;v;1,8;v;85;v;99;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210104;0;v;-0,2;v;1,4;v;0,6;v;2,7;v;81;v;99;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210105;0,6;v;-0,3;v;1;v;0,4;v;2,3;v;80;v;98;v;0;t;1440;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210106;1,8;v;0,1;v;1,1;v;0,4;v;1,6;v;97;v;99;v;0;t;1440;t;99;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210107;0;v;-0,2;v;2,5;v;0,3;v;2;v;82;v;99;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210108;0;v;-2,4;v;2,5;v;-0,5;v;2,3;v;71;v;96;v;0;t;1230;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210109;0;v;-1,7;v;2,4;v;-0,1;v;4;v;65;v;95;v;0;t;756;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210110;0;v;-5,9;v;1;v;-2,6;v;3,4;v;63;v;94;v;0;t;889;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210111;0,2;v;-7,5;v;2,4;v;-2,2;v;2,9;v;59;v;96;v;0;t;953;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210112;7,3;v;-0,7;v;4,6;v;1,8;v;7,4;v;86;v;99;v;0;t;1440;t;96;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210113;10,9;v;-1,5;v;7,2;v;2,7;v;4,3;v;87;v;99;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210114;18,4;v;-0,2;v;2;v;1,3;v;3,2;v;96;v;99;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210115;0,2;v;-4,3;v;-0,6;v;-2,7;v;3,4;v;81;v;98;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210116;2;v;-8,9;v;0,4;v;-5,1;v;3,2;v;92;v;97;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210117;0,2;v;-3;v;1,9;v;1,1;v;3,5;v;95;v;99;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210118;0;v;0,9;v;3,5;v;1,9;v;4,7;v;75;v;96;v;0;t;1194;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210119;0;v;0,7;v;4,9;v;2,6;v;6,9;v;62;v;89;v;0;t;541;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210120;0;v;2,8;v;11,4;v;8,1;v;9,9;v;57;v;79;v;0;t;0;t;65;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210121;6;v;5,1;v;10;v;9;v;11,1;v;57;v;96;v;0;t;697;t;79;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210122;6,2;v;2;v;9;v;4,4;v;5,8;v;76;v;99;v;0;t;1343;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210123;3,8;v;2;v;3,9;v;2,8;v;5,3;v;83;v;97;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210124;1,2;v;-0,2;v;2,9;v;0,8;v;4,9;v;66;v;97;v;0;t;1082;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210125;1,6;v;-0,2;v;1,2;v;0;v;3,7;v;90;v;98;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210126;0;v;-2,5;v;2,1;v;0,3;v;4,2;v;80;v;93;v;0;t;1440;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210127;5;v;0;v;5,8;v;1,8;v;5,2;v;77;v;98;v;0;t;1373;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210128;10,9;v;2,7;v;11,8;v;8,8;v;6,2;v;84;v;99;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210129;4,4;v;7;v;10,1;v;8,5;v;8,4;v;73;v;97;v;0;t;1388;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210130;7,2;v;5,8;v;9;v;7,2;v;5,1;v;87;v;98;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210131;4,4;v;1,9;v;7,8;v;4,1;v;3,1;v;96;v;99;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210201;1,6;v;4,6;v;9,9;v;7,3;v;4,5;v;87;v;98;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210202;6,6;v;4,7;v;13,2;v;9,3;v;6,3;v;83;v;97;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210203;19,2;v;9,2;v;11,6;v;9,9;v;8;v;69;v;95;v;0;t;1091;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210204;4,2;v;4,1;v;10,2;v;7,2;v;3,1;v;70;v;97;v;0;t;1132;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210205;6,6;v;7;v;8,5;v;7,5;v;1,9;v;94;v;99;v;0;t;1440;t;97;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210206;4,4;v;6,5;v;9,6;v;7,2;v;3,1;v;87;v;100;v;0;t;1440;t;98;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210207;1,6;v;2,9;v;6,2;v;4,3;v;4,7;v;72;v;96;v;0;t;1234;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210208;0,4;v;-1,6;v;0,1;v;-1;v;3;v;72;v;97;v;0;t;1373;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210209;0,6;v;-2,8;v;-0,6;v;-2;v;2,8;v;68;v;94;v;0;t;1280;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210210;0,8;v;-7,5;v;-4,8;v;-6,2;v;4,2;v;67;v;93;v;0;t;801;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210211;0;v;-9,9;v;-2,9;v;-6,3;v;5,5;v;50;v;87;v;0;t;457;t;70;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210212;0;v;-7,7;v;-1,4;v;-5,3;v;6,8;v;45;v;73;v;0;t;0;t;63;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210213;0;v;-8,9;v;-2,4;v;-5,7;v;6,9;v;44;v;69;v;0;t;0;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210214;0;v;-9,1;v;1,8;v;-3,5;v;3,2;v;42;v;77;v;0;t;0;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210215;0;v;-2,1;v;6,6;v;3,9;v;6,4;v;55;v;74;v;0;t;0;t;63;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210216;1,8;v;4,4;v;12,2;v;7,9;v;5,4;v;59;v;95;v;0;t;240;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210217;0,6;v;6,7;v;11,3;v;7,8;v;4,8;v;66;v;96;v;0;t;990;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210218;3,8;v;3;v;13;v;8,1;v;6,1;v;56;v;95;v;0;t;723;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210219;1;v;4,9;v;12,5;v;8,9;v;3,8;v;68;v;99;v;0;t;796;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210220;0;v;7,9;v;16,6;v;12;v;7,2;v;43;v;83;v;0;t;287;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210221;0;v;8,6;v;18,2;v;12,3;v;5,7;v;29;v;65;v;389;t;0;t;49;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210222;0;v;5,9;v;16,4;v;11,2;v;3,4;v;38;v;72;v;58;t;0;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210223;0;v;10,3;v;19,2;v;14,4;v;4,8;v;47;v;74;v;0;t;0;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210224;0;v;8,3;v;18,7;v;13,8;v;4,3;v;38;v;86;v;82;t;195;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210225;0;v;9,2;v;19,5;v;13,4;v;4,2;v;26;v;58;v;550;t;0;t;43;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210226;2,2;v;4,8;v;8,2;v;6;v;3,2;v;58;v;98;v;0;t;1168;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210227;0;v;-0,1;v;9,2;v;4,7;v;5,2;v;50;v;96;v;0;t;573;t;72;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210228;0;v;0,6;v;11,1;v;5,3;v;5,6;v;36;v;89;v;165;t;485;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210301;0;v;-0,3;v;12,6;v;6,2;v;2,7;v;41;v;86;v;0;t;255;t;63;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210302;0;v;0,5;v;16,9;v;8,8;v;2,3;v;37;v;87;v;109;t;283;t;63;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210303;0;v;4,5;v;14,9;v;9,4;v;2,7;v;38;v;77;v;44;t;0;t;55;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210304;6,6;v;4,8;v;13,7;v;7,6;v;3,3;v;57;v;98;v;0;t;537;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210305;0;v;2,1;v;5,2;v;3,3;v;4,3;v;59;v;96;v;0;t;697;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210306;0;v;-1,9;v;8,4;v;2,6;v;4,9;v;23;v;73;v;325;t;0;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210307;0;v;-3,3;v;10,1;v;2,6;v;1,8;v;36;v;79;v;156;t;0;t;57;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210308;0;v;-5,4;v;8,4;v;1,4;v;2,5;v;33;v;93;v;252;t;380;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210309;0;v;-3,1;v;7,4;v;2,6;v;2,4;v;51;v;88;v;0;t;617;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210310;0;v;0,5;v;11,2;v;6,7;v;4,8;v;45;v;90;v;0;t;464;t;65;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210311;9,5;v;6,4;v;12,8;v;8,4;v;10,4;v;58;v;97;v;0;t;945;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210312;7,3;v;4,2;v;11,1;v;6,3;v;7,5;v;52;v;95;v;0;t;748;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210313;15,7;v;3,1;v;9;v;5,6;v;10,1;v;69;v;94;v;0;t;1309;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210314;10,6;v;0,6;v;7,9;v;3,2;v;5,5;v;71;v;98;v;0;t;1383;t;91;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210315;1,6;v;2,4;v;8,7;v;5;v;5,6;v;57;v;98;v;0;t;945;t;82;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210316;7,1;v;1,9;v;6,6;v;3,6;v;3,6;v;66;v;97;v;0;t;1030;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210317;2,8;v;2,4;v;6,2;v;3;v;3,3;v;82;v;99;v;0;t;1440;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210318;0,8;v;-1;v;7,7;v;2,7;v;1,9;v;43;v;98;v;0;t;715;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210319;0,8;v;0,4;v;5;v;1,6;v;3,7;v;50;v;99;v;0;t;742;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210320;0;v;-4;v;6,8;v;1,7;v;2,1;v;42;v;92;v;0;t;449;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210321;0;v;-0,4;v;8,4;v;2,8;v;2,6;v;59;v;94;v;0;t;540;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210322;0;v;-0,8;v;6,1;v;3,3;v;2,6;v;59;v;94;v;0;t;491;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210323;0;v;1,3;v;13,1;v;6,7;v;1,8;v;43;v;93;v;0;t;472;t;68;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210324;0;v;0,5;v;17,3;v;9,6;v;2,3;v;37;v;92;v;190;t;389;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210325;0;v;3,8;v;14,6;v;8,8;v;3,5;v;47;v;87;v;0;t;184;t;69;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210326;0;v;4,6;v;15,9;v;10,4;v;4,5;v;46;v;90;v;0;t;426;t;67;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210327;0;v;3,8;v;10,5;v;6,6;v;6,1;v;45;v;91;v;0;t;403;t;67;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210328;0;v;2,6;v;16,2;v;9,7;v;3,4;v;32;v;78;v;332;t;0;t;54;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210329;0;v;4,3;v;22,3;v;13,9;v;2,5;v;13;v;71;v;675;t;0;t;42;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210330;0;v;5,5;v;23,4;v;15,2;v;2,1;v;18;v;68;v;649;t;0;t;41;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210331;0;v;5,9;v;25,7;v;17,2;v;3;v;22;v;75;v;560;t;0;t;45;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210401;0;v;11;v;23,5;v;17;v;2,4;v;20;v;71;v;471;t;0;t;47;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210402;0;v;4,6;v;13,3;v;9;v;4,6;v;41;v;91;v;0;t;260;t;63;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210403;0;v;1;v;10,9;v;6;v;4,4;v;38;v;78;v;95;t;0;t;55;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210404;0;v;-1,1;v;13,4;v;6,9;v;2,3;v;34;v;90;v;325;t;237;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210405;1,6;v;1,5;v;9,1;v;3;v;5,4;v;62;v;95;v;0;t;953;t;82;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210406;0;v;-4,5;v;5,7;v;0,3;v;4,8;v;40;v;87;v;2;t;616;t;71;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210407;0;v;-2,1;v;7,9;v;2,6;v;5,5;v;33;v;87;v;281;t;267;t;59;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210408;0;v;1,2;v;11,6;v;5,4;v;2,6;v;30;v;68;v;367;t;0;t;50;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210409;0,2;v;2,4;v;17,3;v;10,3;v;6;v;33;v;77;v;292;t;0;t;55;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210410;0,8;v;7,6;v;15,2;v;10,8;v;6,5;v;48;v;82;v;0;t;107;t;68;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210411;10,7;v;2,9;v;10,3;v;6,7;v;4,7;v;70;v;96;v;0;t;1182;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210412;0;v;-0,9;v;8,6;v;4,1;v;2,8;v;39;v;95;v;3;t;506;t;69;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210413;0;v;1,4;v;9,4;v;4,4;v;3,2;v;28;v;96;v;327;t;446;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210414;0;v;-2,6;v;9;v;3,2;v;2,8;v;32;v;83;v;177;t;69;t;59;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20210415;0;a;-2,9;v;9,7;v;3,3;v;3,6;v;32;v;92;v;78;t;346;t;63;v
