POSTE;NOM;LON;LAT;ALT;DATE;RR;QRR;TN;QTN;TX;QTX;TM;QTM;FFM;QFFM;UN;QUN;UX;QUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;UM;QUM
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200604;12,9;v;12,4;v;18;v;14;v;3,1;v;64;v;98;v;0;t;1234;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200605;5,2;v;9,5;v;13,8;v;11,2;v;7;v;70;v;97;v;0;t;1279;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200606;0,2;v;9;v;17,9;v;13;v;5,2;v;49;v;97;v;0;t;575;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200607;2,2;v;8,6;v;16,9;v;12,3;v;2,3;v;49;v;98;v;0;t;574;t;76;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200608;0,2;v;7,7;v;20,1;v;14,4;v;2,8;v;38;v;96;v;20;t;495;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200609;0;v;8,4;v;19;v;13,5;v;3,1;v;53;v;99;v;0;t;781;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200610;2,2;v;11,5;v;18,1;v;14,2;v;2,4;v;57;v;97;v;0;t;931;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200611;0;v;10,8;v;21;v;15,8;v;3;v;51;v;100;v;0;t;659;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200612;3,6;v;12,2;v;20,7;v;15,6;v;3,2;v;59;v;95;v;0;t;1170;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200613;0,2;v;10,9;v;24,1;v;17;v;3,5;v;46;v;99;v;0;t;968;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200614;0,2;v;13,7;v;19,5;v;16;v;3,1;v;59;v;95;v;0;t;616;t;76;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200615;0;v;11,5;v;21,9;v;16,5;v;2,8;v;48;v;93;v;0;t;687;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200616;1,4;v;11,7;v;22,2;v;16,7;v;2,2;v;51;v;94;v;0;t;698;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200617;15,3;v;13,2;v;15,3;v;13,9;v;2,4;v;84;v;99;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200618;0;e;10,9;v;22,3;v;15,6;v;4,4;v;47;v;96;v;0;t;771;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200619;0,4;v;10,8;v;21;v;15,9;v;3,3;v;47;v;94;v;0;t;577;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200620;0,2;v;11;v;22,9;v;16,9;v;2,2;v;41;v;92;v;0;t;582;t;72;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200621;0;v;10,6;v;25,2;v;18,8;v;3,2;v;41;v;95;v;0;t;407;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200622;0;v;12,3;v;23;v;17,3;v;2,8;v;34;v;87;v;101;t;205;t;61;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200623;0;v;10,6;v;27,8;v;20,8;v;3,5;v;32;v;94;v;430;t;366;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200624;0;v;14,7;v;29,5;v;23,2;v;4,3;v;24;v;72;v;720;t;0;t;43;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200625;0;v;15,4;v;30,2;v;23,4;v;3,2;v;27;v;67;v;532;t;0;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200626;38,1;v;17,1;v;29;v;22,3;v;3,2;v;47;v;93;v;0;t;294;t;69;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200627;0,4;v;16,9;v;26,1;v;21,4;v;4,5;v;52;v;97;v;0;t;587;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200628;3,8;v;14,7;v;20,7;v;16,6;v;4,9;v;51;v;97;v;0;t;859;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200629;0;v;13;v;23;v;17,4;v;4,6;v;40;v;97;v;1;t;484;t;70;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200630;0;v;12,1;v;23;v;17,5;v;4,5;v;52;v;86;v;0;t;143;t;68;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200701;0;v;13,7;v;27,2;v;20,5;v;4,7;v;51;v;90;v;0;t;434;t;70;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200702;0;v;16,6;v;22,2;v;18,5;v;5;v;47;v;89;v;0;t;373;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200703;0;v;11,7;v;23;v;17,6;v;2,6;v;39;v;90;v;15;t;200;t;61;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200704;0;v;12;v;25,4;v;19,8;v;5,4;v;38;v;77;v;47;t;0;t;58;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200705;0,2;v;18,6;v;26;v;21,3;v;6,3;v;51;v;94;v;0;t;233;t;71;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200706;0,2;v;11,5;v;20,9;v;15,6;v;4,4;v;38;v;95;v;80;t;312;t;61;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200707;0;v;8,1;v;23,2;v;16,7;v;1,8;v;34;v;87;v;421;t;208;t;55;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200708;0;v;12;v;26,3;v;19,9;v;3,6;v;35;v;78;v;199;t;0;t;54;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200709;0;v;14,7;v;30,2;v;23,5;v;3,7;v;31;v;87;v;481;t;340;t;54;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200710;0;v;16,8;v;22,7;v;19,1;v;4,5;v;51;v;82;v;0;t;58;t;67;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200711;0;v;10,3;v;22,5;v;16,7;v;2,8;v;29;v;95;v;530;t;370;t;57;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200712;0;v;8,3;v;25,1;v;18,2;v;3,5;v;26;v;87;v;636;t;205;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200713;0;v;10,3;v;26,7;v;19,8;v;2,3;v;24;v;75;v;706;t;0;t;44;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200714;2,8;v;11,9;v;26;v;19;v;2,8;v;30;v;76;v;443;t;0;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200715;0,2;v;14,7;v;20,9;v;17,4;v;2,7;v;52;v;98;v;0;t;465;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200716;1;v;14,4;v;18;v;15,6;v;3;v;70;v;99;v;0;t;960;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200717;0;v;13,6;v;23,3;v;17,5;v;2,5;v;45;v;97;v;0;t;675;t;74;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200718;0;v;11,8;v;26,6;v;19,7;v;1,6;v;33;v;97;v;418;t;447;t;61;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200719;0;v;13,5;v;30;v;22,9;v;1,8;v;25;v;80;v;739;t;6;t;45;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200720;0;v;13,9;v;30,1;v;22,2;v;3;v;28;v;79;v;474;t;0;t;51;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200721;0;v;11,4;v;27,3;v;19,7;v;3;v;26;v;89;v;660;t;325;t;50;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200722;0;v;10,5;v;28,8;v;19,9;v;2,8;v;25;v;73;v;659;t;0;t;45;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200723;0;v;10,7;v;28;v;20,5;v;1,8;v;24;v;83;v;604;t;122;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200724;0;v;16,9;v;27;v;21,3;v;2,8;v;29;v;80;v;502;t;16;t;51;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200725;0;v;14,9;v;28,7;v;22,6;v;3,3;v;31;v;84;v;507;t;312;t;53;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200726;0;v;17,2;v;26,2;v;20,7;v;4,7;v;35;v;90;v;264;t;48;t;57;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200727;0;v;11,9;v;33;v;24,4;v;4,8;v;21;v;80;v;751;t;1;t;45;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200728;0;v;19,6;v;26,1;v;21,4;v;4,6;v;36;v;72;v;237;t;0;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200729;0;v;10,9;v;27;v;19,4;v;2,2;v;24;v;81;v;604;t;48;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200730;0;v;12,2;v;32,2;v;23,5;v;1,8;v;16;v;72;v;956;t;0;t;36;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200731;0;v;17,3;v;37,4;v;28,7;v;2,7;v;21;v;50;v;1108;t;0;t;33;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200801;1,4;v;22,5;v;34,9;v;27,1;v;3,3;v;27;v;70;v;391;t;0;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200802;0;v;15,9;v;25,8;v;20,2;v;3,3;v;36;v;93;v;166;t;343;t;61;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200803;0;v;13,4;v;23,8;v;17,5;v;3,4;v;30;v;87;v;221;t;69;t;59;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200804;0;v;9,9;v;24;v;17,2;v;2,3;v;37;v;95;v;155;t;397;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200805;0;v;12,8;v;28,2;v;21,3;v;2,5;v;23;v;73;v;701;t;0;t;43;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200806;0;v;12,9;v;30,2;v;22,9;v;2,5;v;29;v;74;v;593;t;0;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200807;0;v;16,1;v;33,1;v;25,8;v;2,4;v;28;v;82;v;533;t;57;t;49;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200808;0;v;17,7;v;36;v;28,1;v;2,1;v;23;v;79;v;758;t;0;t;43;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200809;0;v;19,1;v;36,1;v;28,7;v;2,6;v;19;v;64;v;860;t;0;t;37;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200810;0;v;19,9;v;35,5;v;28;v;2,6;v;16;v;66;v;781;t;0;t;39;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200811;0;v;20,1;v;35,3;v;27,3;v;2,4;v;28;v;71;v;488;t;0;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200812;2;v;20,2;v;34,8;v;26,2;v;2,4;v;28;v;91;v;373;t;280;t;59;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200813;0;v;20,7;v;31,9;v;25,3;v;2,9;v;27;v;86;v;382;t;81;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200814;7,7;v;19,2;v;27,3;v;21,1;v;2,8;v;47;v;96;v;0;t;547;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200815;0;v;16,2;v;29,5;v;21,9;v;1,6;v;36;v;97;v;214;t;451;t;67;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200816;3,4;v;15,2;v;29,2;v;22,2;v;2,6;v;37;v;97;v;59;t;515;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200817;0;v;16;v;26;v;20,1;v;3,5;v;39;v;97;v;19;t;432;t;67;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200818;0;v;14,3;v;26;v;19,7;v;3;v;41;v;86;v;0;t;294;t;65;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200819;0,4;v;15;v;28,5;v;21,9;v;2,9;v;38;v;86;v;65;t;198;t;62;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200820;0;v;18,5;v;35,4;v;27,2;v;4,2;v;20;v;85;v;708;t;262;t;47;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200821;3,4;v;23,3;v;30,6;v;25;v;5,5;v;39;v;93;v;18;t;205;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200822;0;v;16,9;v;25,4;v;20,5;v;5,7;v;39;v;94;v;14;t;447;t;65;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200823;0;v;15,2;v;24,5;v;18,1;v;4,1;v;33;v;79;v;225;t;0;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200824;0;v;11,3;v;23,1;v;17,1;v;3,1;v;39;v;82;v;27;t;61;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200825;0;v;10,7;v;28;v;20,4;v;5,4;v;27;v;87;v;555;t;255;t;54;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200826;0;v;16,6;v;24,8;v;19,5;v;6,4;v;33;v;73;v;381;t;0;t;53;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200827;1,2;v;10,9;v;25,7;v;19,1;v;3,4;v;31;v;85;v;421;t;246;t;55;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200828;3,6;v;14,2;v;22,7;v;16,7;v;5,2;v;39;v;95;v;24;t;927;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200829;0;v;11,6;v;21,2;v;15,2;v;3,3;v;45;v;94;v;0;t;771;t;76;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200830;0;v;10,5;v;19,5;v;14,5;v;2,9;v;54;v;96;v;0;t;724;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200831;0,2;v;13;v;16,3;v;14,1;v;3,1;v;71;v;95;v;0;t;957;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200901;0;v;12,2;v;19,5;v;15;v;2,3;v;58;v;91;v;0;t;837;t;79;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200902;0;v;9,2;v;22,4;v;16,3;v;1,6;v;38;v;100;v;45;t;431;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200903;0;v;11;v;26,3;v;18,8;v;3,4;v;28;v;82;v;522;t;45;t;51;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200904;0;v;15,7;v;30,9;v;23,3;v;3,8;v;17;v;60;v;641;t;0;t;40;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200905;0;v;14;v;23,3;v;17,1;v;3,1;v;44;v;85;v;0;t;182;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200906;0;v;8,1;v;18,7;v;13,2;v;1,6;v;42;v;95;v;0;t;438;t;68;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200907;0;v;6,1;v;22,4;v;14,7;v;1,9;v;29;v;90;v;493;t;332;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200908;0;v;7,8;v;26,5;v;17,8;v;1,5;v;21;v;79;v;613;t;0;t;47;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200909;0;v;10,6;v;27,2;v;19,3;v;2,3;v;36;v;77;v;223;t;0;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200910;0;e;13,9;v;25;v;19,4;v;2,5;v;50;v;90;v;0;t;272;t;71;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200911;0;v;10,8;v;26,6;v;19,1;v;1,5;v;31;v;99;v;427;t;445;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200912;0;v;12,5;v;28,5;v;19,9;v;2,6;v;31;v;80;v;500;t;14;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200913;0;v;9,9;v;29,3;v;20,1;v;1,7;v;20;v;92;v;421;t;387;t;56;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200914;0;v;12;v;32,2;v;23,1;v;2,2;v;32;v;88;v;501;t;99;t;53;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200915;0;v;15,6;v;34,2;v;25,1;v;2,2;v;23;v;81;v;652;t;15;t;46;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200916;0;v;17,7;v;33,3;v;23,9;v;2,7;v;23;v;67;v;455;t;0;t;48;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200917;0;v;14,6;v;25,6;v;19,5;v;5;v;46;v;91;v;0;t;279;t;66;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200918;0;v;12,4;v;27,2;v;19,4;v;3,9;v;43;v;75;v;0;t;0;t;60;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200919;0;v;14,3;v;24,4;v;18,9;v;2,2;v;54;v;84;v;0;t;52;t;69;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200920;0;v;12,7;v;26,8;v;19,2;v;2,2;v;29;v;91;v;557;t;208;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200921;0;v;8,9;v;26,1;v;18;v;1,5;v;30;v;81;v;420;t;15;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200922;0;v;11,6;v;27,5;v;19,7;v;2,8;v;28;v;92;v;482;t;224;t;52;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200923;2,6;v;15,2;v;24;v;18,5;v;5,3;v;42;v;88;v;0;t;327;t;68;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200924;7,6;v;11,2;v;17,4;v;14;v;5,3;v;64;v;95;v;0;t;1023;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200925;3,4;v;7,8;v;12,2;v;9,3;v;6,7;v;68;v;93;v;0;t;1206;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200926;16,5;v;7;v;8,4;v;7,7;v;6,8;v;76;v;98;v;0;t;1254;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200927;6,5;v;7,7;v;10,3;v;8,6;v;5,5;v;87;v;98;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200928;12,9;v;7,3;v;11,7;v;9,5;v;2,9;v;82;v;99;v;0;t;1440;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200929;0,8;v;9,9;v;16,7;v;12,8;v;3,8;v;72;v;98;v;0;t;1286;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20200930;0,2;v;13,1;v;19,5;v;14,7;v;2,2;v;58;v;99;v;0;t;1006;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201001;6,2;v;10,5;v;15,5;v;11,7;v;4,4;v;77;v;96;v;0;t;1380;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201002;18,8;v;8,4;v;13,2;v;11,2;v;3,6;v;88;v;98;v;0;t;1440;t;94;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201003;12,6;v;8,4;v;14,4;v;10,2;v;5,8;v;61;v;97;v;0;t;1103;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201004;1,2;v;8,3;v;15;v;10,4;v;7,8;v;55;v;95;v;0;t;1069;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201005;8,8;v;8,8;v;11,4;v;10,4;v;8,3;v;79;v;97;v;0;t;1436;t;90;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201006;8;v;9,8;v;15;v;11,1;v;7,8;v;70;v;96;v;0;t;1233;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201007;2;v;10;v;14,2;v;11,2;v;5,5;v;75;v;97;v;0;t;1370;t;89;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201008;0,2;v;9,7;v;17,1;v;13,3;v;6,7;v;68;v;97;v;0;t;1095;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201009;8,3;e;12,6;v;17,1;v;13,4;v;6;v;69;v;98;v;0;t;1140;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201010;0,4;v;7,4;v;13,5;v;9,3;v;3,2;v;47;v;98;v;0;t;835;t;80;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201011;0,2;v;4,2;v;12,4;v;7,1;v;2,6;v;58;v;99;v;0;t;1169;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201012;0,2;v;4,6;v;10,6;v;7,2;v;2;v;71;v;100;v;0;t;1346;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201013;1;v;3,9;v;11,4;v;7,5;v;2,6;v;63;v;99;v;0;t;1047;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201014;1,8;v;4,5;v;12,4;v;7,8;v;3,6;v;57;v;97;v;0;t;966;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201015;0,2;v;6;v;8,6;v;7,3;v;3,5;v;87;v;98;v;0;t;1440;t;95;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201016;0,2;v;7,5;v;10;v;8,5;v;3,2;v;82;v;98;v;0;t;1440;t;92;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201017;0;v;6,2;v;9;v;7;v;1,7;v;70;v;97;v;0;t;1070;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201018;0;v;2,2;v;12,7;v;7,9;v;1,6;v;54;v;98;v;0;t;933;t;82;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201019;0;v;7,2;v;13,8;v;9,6;v;2,8;v;43;v;93;v;0;t;567;t;72;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201020;0;v;6,8;v;16,7;v;13,8;v;7,1;v;51;v;78;v;0;t;0;t;65;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201021;0;v;13,6;v;21,2;v;17,9;v;9,7;v;33;v;64;v;263;t;0;t;50;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201022;5,2;v;14,5;v;21,2;v;16,1;v;5,5;v;54;v;95;v;0;t;445;t;75;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201023;4,8;v;13,3;v;14,8;v;13,7;v;4,7;v;88;v;97;v;0;t;1440;t;93;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201024;0;v;10,7;v;15,2;v;12,6;v;6,2;v;69;v;96;v;0;t;919;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201025;9,9;v;9,9;v;16;v;11,5;v;5,3;v;59;v;97;v;0;t;1062;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201026;3;v;8,1;v;12,5;v;8,9;v;5,6;v;63;v;96;v;0;t;1102;t;86;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201027;2,4;v;6,8;v;11,7;v;9,4;v;7,2;v;67;v;95;v;0;t;906;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201028;1,8;v;9,4;v;14,2;v;11,4;v;7,6;v;58;v;97;v;0;t;753;t;81;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201029;1;v;8,9;v;12,8;v;11,1;v;6,4;v;70;v;97;v;0;t;1145;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201030;0;v;10,8;v;13,4;v;12,2;v;4,9;v;74;v;97;v;0;t;933;t;84;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201031;2,2;v;5,9;v;17,5;v;11,9;v;4,1;v;55;v;98;v;0;t;711;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201101;1,6;v;11,3;v;17,2;v;14,7;v;7,1;v;69;v;96;v;0;t;1295;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201102;2;v;15,4;v;22;v;17;v;7,9;v;56;v;96;v;0;t;719;t;77;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201103;0,2;v;8;v;12,4;v;8,6;v;3,4;v;63;v;96;v;0;t;1250;t;87;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201104;0,2;v;1,6;v;9,8;v;4,7;v;2,1;v;60;v;98;v;0;t;1155;t;88;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201105;0;v;-1,2;v;10,8;v;5,2;v;3,8;v;56;v;100;v;0;t;623;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201106;0;v;1,9;v;11,1;v;5,9;v;2,8;v;65;v;96;v;0;t;960;t;83;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201107;0;v;3,7;v;14,5;v;8,9;v;2,4;v;65;v;98;v;0;t;1049;t;85;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201108;0,6;v;9,5;v;16,2;v;12,7;v;3,1;v;68;v;93;v;0;t;533;t;78;v
54405001;NANCY-OCHEY;"5°57'35""E";"48°34'51""N";336;20201109;0,2;v;10,2;v;18,4;v;12,5;v;2,8;v;58;v;98;v;0;t;1064;t;85;v
